correlation_penalty_coefficient,ensemble_size,aggregator_type,architecture_index,architecture,loss_test
0.8,8,"nn",1,"{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}",0.14883758127689362
0.8,16,"arithmetic_mean",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.08130373060703278
0.8,16,"arithmetic_mean",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.08377311378717422
0.8,16,"median",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}], 'voter': 'median'}",0.16121402382850647
0.8,16,"median",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}",0.11819877475500107
0.8,16,"nn",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}], 'voter': 'nn'}",0.131508931517601
0.8,16,"nn",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}",0.2340286523103714
0.9,8,"arithmetic_mean",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}, {'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.08285889029502869
0.9,8,"arithmetic_mean",1,"{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.09459993243217468
0.9,8,"median",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}, {'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}], 'voter': 'median'}",0.21477116644382477
0.9,8,"median",1,"{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}",0.13297468423843384
0.9,8,"nn",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}, {'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}], 'voter': 'nn'}",0.19611848890781403
0.9,8,"nn",1,"{'static_ncl': [{'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 2, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}",0.10156422108411789
0.9,16,"arithmetic_mean",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.07938320934772491
0.9,16,"arithmetic_mean",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'arithmetic_mean'}], 'voter': 'arithmetic_mean'}",0.08472926914691925
0.9,16,"median",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}], 'voter': 'median'}",0.14741942286491394
0.9,16,"median",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'median'}], 'voter': 'median'}",0.11676356941461563
0.9,16,"nn",0,"{'static_ncl': [{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}, {'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}], 'voter': 'nn'}",0.22077742218971252
0.9,16,"nn",1,"{'static_ncl': [{'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}, {'ensemble_size': 4, 'model_configurations': {'input_size': 13, 'hidden_sizes': [6], 'activation_type': ReLU(), 'activations': None, 'output_size': 1, 'dropout_rate': 0.5, 'dropout_indices': [0]}, 'model_repository_path': 'data/experiment/recursive/model', 'ensemble_voter': 'nn'}], 'voter': 'nn'}",0.07811886072158813
